CustomerID,description,preference_score,preference_strength,frequency,monetary,recency_days
12644,SET/10 RED POLKADOT PARTY CANDLES,0.890000,Strong Preference,1,30.000000,39
12644,SET 40 HEART SHAPE PETIT FOUR CASES,0.874902,Strong Preference,1,26.400000,39
12644,SET OF 4 KNICK KNACK TINS DOILEY ,0.868016,Strong Preference,1,24.900000,39
12644,CLOTHES PEGS RETROSPOT PACK 24 ,0.841195,Strong Preference,1,19.800000,39
12644,PANTRY SCRUBBING BRUSH,0.841195,Strong Preference,1,19.800000,39
12645,ROUND SNACK BOXES SET OF 4 FRUITS ,0.981593,Strong Preference,3,141.600000,19
12645,POSTAGE,0.943558,Strong Preference,3,90.000000,19
12645,ROUND SNACK BOXES SET OF4 WOODLAND ,0.800764,Strong Preference,2,106.200000,19
12645,MINI PAINT SET VINTAGE ,0.732373,Moderate Preference,2,46.800000,19
12645,PLASTERS IN TIN SPACEBOY,0.669876,Moderate Preference,2,39.600000,129
12647,POSTAGE,0.977097,Strong Preference,9,414.000000,36
12647,LUNCH BOX WITH CUTLERY RETROSPOT ,0.577061,Moderate Preference,2,252.000000,36
12647,SKULL LUNCH BOX WITH CUTLERY ,0.577061,Moderate Preference,2,252.000000,36
12647,FRYING PAN RED RETROSPOT,0.569553,Moderate Preference,3,197.000000,155
12647,FRYING PAN PINK POLKADOT,0.537508,Moderate Preference,3,124.000000,155
12648,DOCTOR'S BAG SOFT TOY,0.890000,Strong Preference,1,44.750000,64
12648,BLUE POLKADOT PLATE ,0.836219,Strong Preference,1,27.040000,64
12648,RED RETROSPOT PLATE ,0.836219,Strong Preference,1,27.040000,64
12648,POSTAGE,0.793464,Moderate Preference,1,18.000000,64
12648,WOODEN HAPPY BIRTHDAY GARLAND,0.791715,Moderate Preference,1,17.700000,64
12649,ROUND SNACK BOXES SET OF4 WOODLAND ,0.976066,Strong Preference,2,123.900000,17
12649,POSTAGE,0.904709,Strong Preference,2,54.000000,17
12649,STRAWBERRY LUNCH BOX WITH CUTLERY,0.890848,Strong Preference,2,45.900000,17
12649,PINK DISCO HANDBAG,0.598998,Moderate Preference,1,23.400000,17
12649,JAZZ HEARTS PURSE NOTEBOOK,0.580472,Moderate Preference,1,18.720000,17
12651,EDWARDIAN PARASOL BLACK,0.890000,Strong Preference,1,17.850000,244
12651,SET/2 RED RETROSPOT TEA TOWELS ,0.888857,Strong Preference,1,17.700000,244
12651,SET OF SALT AND PEPPER TOADSTOOLS,0.866554,Strong Preference,1,15.000000,244
12651,BAKING SET 9 PIECE RETROSPOT ,0.865207,Strong Preference,1,14.850000,244
12651,RED POLKADOT COFFEE  MUG,0.843310,Strong Preference,1,12.600000,244
12652,POSTAGE,0.890000,Strong Preference,1,126.000000,241
12652,LARGE CAKE TOWEL PINK SPOTS,0.805278,Strong Preference,1,46.800000,241
12652,WOODEN CROQUET GARDEN SET,0.767453,Moderate Preference,1,29.900000,241
12652,AREA PATROLLED METAL SIGN,0.753147,Moderate Preference,1,25.200000,241
12652,CHOCOLATE THIS WAY METAL SIGN,0.753147,Moderate Preference,1,25.200000,241
12653,REGENCY CAKESTAND 3 TIER,0.961845,Strong Preference,2,525.600000,58
12653,BLUE DINER WALL CLOCK,0.891587,Strong Preference,2,183.600000,58
12653,DOLLY GIRL LUNCH BOX,0.846779,Strong Preference,2,93.600000,58
12653,SPACEBOY LUNCH BOX ,0.827734,Strong Preference,2,70.200000,58
12653,CHARLOTTE BAG DOLLY GIRL DESIGN,0.761491,Moderate Preference,2,25.500000,58
12654,POSTAGE,0.937805,Strong Preference,2,36.000000,107
12654,STRAWBERRY LUNCH BOX WITH CUTLERY,0.919455,Strong Preference,2,30.600000,107
12654,WOODLAND CHARLOTTE BAG,0.853995,Strong Preference,2,17.000000,107
12654,PLASTERS IN TIN CIRCUS PARADE ,0.635812,Moderate Preference,1,19.800000,107
12654,PLASTERS IN TIN WOODLAND ANIMALS,0.635812,Moderate Preference,1,19.800000,107
12656,POSTAGE,0.963533,Strong Preference,3,306.000000,26
12656,SPACEBOY LUNCH BOX ,0.923861,Strong Preference,3,175.800000,26
12656,LUNCH BAG RED RETROSPOT,0.911803,Strong Preference,3,148.500000,26
12656,LUNCH BAG SPACEBOY DESIGN ,0.911803,Strong Preference,3,148.500000,26
12656,LUNCH BAG DOLLY GIRL DESIGN,0.893873,Strong Preference,3,115.500000,26
12662,POSTAGE,0.983993,Strong Preference,7,216.000000,17
12662,ROUND SNACK BOXES SET OF4 WOODLAND ,0.816930,Strong Preference,5,141.600000,17
12662,RED RETROSPOT MINI CASES,0.785561,Moderate Preference,5,111.300000,53
12662,WOODLAND CHARLOTTE BAG,0.749994,Moderate Preference,5,59.500000,17
12662,JUMBO BAG WOODLAND ANIMALS,0.723934,Moderate Preference,4,101.400000,17
12664,POSTAGE,0.901079,Strong Preference,3,200.000000,53
12664,CHILDRENS CUTLERY POLKADOT PINK,0.810489,Strong Preference,2,540.000000,53
12664,CHILDRENS CUTLERY POLKADOT BLUE,0.778103,Moderate Preference,2,332.000000,53
12664,CHILDRENS CUTLERY POLKADOT GREEN ,0.758971,Moderate Preference,2,249.000000,53
12664,PINK 3 PIECE POLKADOT CUTLERY SET,0.523822,Moderate Preference,1,244.080000,232
12665,STRAWBERRY CERAMIC TRINKET BOX,0.890000,Strong Preference,1,30.000000,234
12665,POSTAGE,0.830125,Strong Preference,1,18.000000,234
12665,SWEETHEART CERAMIC TRINKET BOX,0.809106,Strong Preference,1,15.000000,234
12668,POSTAGE,0.926226,Strong Preference,3,486.000000,169
12668,STRAWBERRY CERAMIC TRINKET BOX,0.847342,Strong Preference,3,151.320000,169
12668,CERAMIC CAKE DESIGN SPOTTED MUG,0.777760,Moderate Preference,3,53.640000,169
12668,STRAWBERRY FAIRY CAKE TEAPOT,0.686200,Moderate Preference,2,141.600000,169
12668,TEA TIME TEAPOT IN GIFT BOX,0.647224,Moderate Preference,2,79.300000,169
12669,POSTAGE,0.844151,Strong Preference,2,180.000000,60
12669,ROUND SNACK BOXES SET OF 4 FRUITS ,0.748413,Moderate Preference,2,35.400000,60
12669,COFFEE MUG APPLES DESIGN,0.739973,Moderate Preference,2,30.600000,60
12669,Manual,0.659819,Moderate Preference,1,1136.300000,158
12669,PICNIC BOXES SET OF 3 RETROSPOT ,0.480010,Weak Preference,1,19.800000,60
12670,POSTAGE,0.984366,Strong Preference,3,144.000000,8
12670,LUNCH BOX WITH CUTLERY RETROSPOT ,0.931498,Strong Preference,3,76.500000,8
12670,LUNCH BAG APPLE DESIGN,0.919212,Strong Preference,3,66.000000,8
12670,LUNCH BAG RED RETROSPOT,0.919212,Strong Preference,3,66.000000,8
12670,RED RETROSPOT UMBRELLA,0.769086,Moderate Preference,2,71.400000,8
12672,RED RETROSPOT MINI CASES,0.890000,Strong Preference,1,47.700000,239
12672,PINK BABY BUNTING,0.882058,Strong Preference,1,44.250000,239
12672,RED SPOTTY BISCUIT TIN,0.811238,Strong Preference,1,22.500000,239
12672,JUMBO BAG RED RETROSPOT,0.796475,Moderate Preference,1,19.500000,239
12672,EDWARDIAN PARASOL RED,0.787405,Moderate Preference,1,17.850000,239
12673,PARTY CONES CANDY ASSORTED,0.890000,Strong Preference,1,30.000000,236
12673,3 PIECE SPACEBOY COOKIE CUTTER SET,0.869425,Strong Preference,1,25.200000,236
12673,DOORMAT WELCOME TO OUR HOME,0.815800,Strong Preference,1,15.900000,236
12673,SET OF 6 SOLDIER SKITTLES,0.809106,Strong Preference,1,15.000000,236
12673,EIGHT PIECE DINOSAUR SET,0.788327,Moderate Preference,1,12.500000,236
12674,ICE CREAM SUNDAE LIP GLOSS,0.989145,Strong Preference,3,90.000000,1
12674,POSTAGE,0.989145,Strong Preference,3,90.000000,1
12674,ROUND SNACK BOXES SET OF4 WOODLAND ,0.967081,Strong Preference,3,70.800000,1
12674,10 COLOUR SPACEBOY PEN,0.797050,Moderate Preference,2,61.200000,1
12674,ALARM CLOCK BAKELIKE GREEN,0.768958,Moderate Preference,2,45.000000,1
12676,POSTAGE,0.975068,Strong Preference,4,160.000000,33
12676,PINK BABY BUNTING,0.794151,Moderate Preference,3,73.750000,33
12676,WOODEN HAPPY BIRTHDAY GARLAND,0.691536,Moderate Preference,2,88.500000,33
12676,PAPER BUNTING RETROSPOT,0.673323,Moderate Preference,2,70.800000,33
12676,SET/10 PINK POLKADOT PARTY CANDLES,0.629985,Moderate Preference,2,60.000000,99
12678,POSTAGE,0.979566,Strong Preference,6,658.000000,10
12678,RABBIT NIGHT LIGHT,0.672864,Moderate Preference,2,730.320000,10
12678,ALARM CLOCK BAKELIKE GREEN,0.667340,Moderate Preference,3,195.000000,10
12678,ALARM CLOCK BAKELIKE PINK,0.667340,Moderate Preference,3,195.000000,10
12678,PLASTERS IN TIN CIRCUS PARADE ,0.601692,Moderate Preference,2,238.200000,10
12679,POSTAGE,0.930415,Strong Preference,2,108.000000,115
12679,STRAWBERRY CERAMIC TRINKET BOX,0.664672,Moderate Preference,1,76.320000,115
12679,GROW YOUR OWN PLANT IN A CAN ,0.542433,Moderate Preference,1,30.000000,193
12679,CHILDS BREAKFAST SET SPACEBOY ,0.541999,Moderate Preference,1,29.850000,193
12679,BABUSHKA LIGHTS STRING OF 10,0.533321,Moderate Preference,1,27.000000,193
12680,POSTAGE,0.890000,Strong Preference,1,36.000000,23
12680,DOLLY GIRL LUNCH BOX,0.841574,Strong Preference,1,23.400000,23
12680,SPACEBOY LUNCH BOX ,0.841574,Strong Preference,1,23.400000,23
12680,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,0.823007,Strong Preference,1,19.800000,23
12680,PANTRY SCRUBBING BRUSH,0.823007,Strong Preference,1,19.800000,23
12681,POSTAGE,0.967978,Strong Preference,15,918.000000,61
12681,RED TOADSTOOL LED NIGHT LIGHT,0.783836,Moderate Preference,11,435.600000,97
12681,GUMBALL COAT RACK,0.696700,Moderate Preference,8,394.200000,61
12681,SET OF 2 TEA TOWELS APPLE AND PEARS,0.637048,Moderate Preference,8,184.200000,97
12681,CIRCUS PARADE CHILDRENS EGG CUP ,0.629955,Moderate Preference,8,135.000000,64
12682,POSTAGE,0.986441,Strong Preference,19,846.000000,10
12682,RABBIT NIGHT LIGHT,0.679979,Moderate Preference,7,724.800000,10
12682,EDWARDIAN PARASOL BLACK,0.642499,Moderate Preference,7,410.550000,16
12682,WATERING CAN PINK BUNNY,0.620035,Moderate Preference,9,128.700000,16
12682,EDWARDIAN PARASOL RED,0.619956,Moderate Preference,7,285.600000,16
12683,POSTAGE,0.989273,Strong Preference,10,666.000000,2
12683,SET OF 9 BLACK SKULL BALLOONS,0.617241,Moderate Preference,5,85.000000,15
12683,SET OF 9 HEART SHAPED BALLOONS,0.583139,Moderate Preference,3,216.400000,15
12683,SET OF 5 PANCAKE DAY MAGNETS,0.569392,Moderate Preference,3,174.720000,15
12683,REGENCY CAKESTAND 3 TIER,0.567153,Moderate Preference,2,350.400000,15
12684,MINI PAINT SET VINTAGE ,0.924959,Strong Preference,3,140.400000,80
12684,POSTAGE,0.902885,Strong Preference,3,108.000000,80
12684,RED  HARMONICA IN BOX ,0.872297,Strong Preference,3,75.000000,80
12684,PACK OF 12 TRADITIONAL CRAYONS,0.868881,Strong Preference,3,72.000000,80
12684,12 PENCILS SMALL TUBE SKULL,0.856922,Strong Preference,3,62.400000,80
12685,POSTAGE,0.923333,Strong Preference,2,144.000000,2
12685,JUMBO BAG PINK POLKADOT,0.819962,Strong Preference,2,41.600000,2
12685,JUMBO BAG WOODLAND ANIMALS,0.819962,Strong Preference,2,41.600000,2
12685,PLASTERS IN TIN SPACEBOY,0.815904,Strong Preference,2,39.600000,2
12685,PLASTERS IN TIN WOODLAND ANIMALS,0.815904,Strong Preference,2,39.600000,2
12686,POSTAGE,0.890000,Strong Preference,1,18.000000,281
12686,PICTURE DOMINOES,0.885423,Strong Preference,1,17.400000,281
12686,VINTAGE HEADS AND TAILS CARD GAME ,0.865487,Strong Preference,1,15.000000,281
12686,MINI JIGSAW DOLLY GIRL,0.813074,Strong Preference,1,10.080000,281
12686,MINI JIGSAW SPACEBOY,0.813074,Strong Preference,1,10.080000,281
12688,WOODLAND DESIGN  COTTON TOTE BAG,0.890000,Strong Preference,1,135.000000,23
12688,SCHOOL DESK AND CHAIR ,0.886798,Strong Preference,1,130.000000,23
12688,CHEST NATURAL WOOD 20 DRAWERS,0.883471,Strong Preference,1,125.000000,23
12688,ROUND SNACK BOXES SET OF4 WOODLAND ,0.881688,Strong Preference,1,122.400000,23
12688,PAPER CHAIN KIT RETROSPOT,0.869656,Strong Preference,1,106.200000,23
12689,POSTAGE,0.890000,Strong Preference,1,36.000000,37
12689,VINTAGE CHRISTMAS BUNTING,0.847838,Strong Preference,1,24.750000,37
12689,SILK PURSE BABUSHKA PINK,0.824673,Strong Preference,1,20.100000,37
12689,CHILDS BREAKFAST SET DOLLY GIRL ,0.823565,Strong Preference,1,19.900000,37
12689,CHILDS BREAKFAST SET SPACEBOY ,0.823565,Strong Preference,1,19.900000,37
12690,POSTAGE,0.890000,Strong Preference,1,54.000000,115
12690,PARISIENNE SEWING BOX,0.882086,Strong Preference,1,50.000000,115
12690,SET OF 10 LED DOLLY LIGHTS,0.852618,Strong Preference,1,37.500000,115
12690,ROSES REGENCY TEACUP AND SAUCER ,0.846739,Strong Preference,1,35.400000,115
12690,RABBIT NIGHT LIGHT,0.811313,Strong Preference,1,24.960000,115
12691,POSTAGE,0.933511,Strong Preference,3,72.000000,55
12691,RED TOADSTOOL LED NIGHT LIGHT,0.785265,Moderate Preference,2,79.200000,55
12691,RED RETROSPOT MINI CASES,0.747566,Moderate Preference,2,108.000000,229
12691,LUNCH BOX WITH CUTLERY RETROSPOT ,0.701883,Moderate Preference,2,30.600000,55
12691,CHILDRENS CUTLERY DOLLY GIRL ,0.552295,Moderate Preference,1,33.200000,55
12693,POSTAGE,0.974279,Strong Preference,4,144.000000,36
12693,MINT KITCHEN SCALES,0.619325,Moderate Preference,2,34.000000,36
12693,RED KITCHEN SCALES,0.584116,Moderate Preference,1,91.800000,36
12693,IVORY KITCHEN SCALES,0.501825,Moderate Preference,1,34.000000,36
12693,ROSE COTTAGE KEEPSAKE BOX ,0.477647,Weak Preference,1,39.800000,121
12694,POSTAGE,0.890000,Strong Preference,1,54.000000,92
12694,CAKE STAND WHITE TWO TIER LACE,0.884121,Strong Preference,1,51.000000,92
12694,REVOLVER WOODEN RULER ,0.875295,Strong Preference,1,46.800000,92
12694,DANISH ROSE TRINKET TRAYS,0.851798,Strong Preference,1,37.200000,92
12694,SET/10 BLUE POLKADOT PARTY CANDLES,0.829909,Strong Preference,1,30.000000,92
12695,DOORMAT UNION FLAG,0.975833,Strong Preference,2,47.700000,17
12695,DOORMAT UNION JACK GUNS AND ROSES,0.933111,Strong Preference,2,31.800000,17
12695,DOORMAT MERRY CHRISTMAS RED ,0.740833,Moderate Preference,1,47.700000,17
12695,NOEL GARLAND PAINTED ZINC ,0.648879,Moderate Preference,1,19.800000,17
12695,SET OF 3 REGENCY CAKE TINS,0.648879,Moderate Preference,1,19.800000,17
12697,POSTAGE,0.938101,Strong Preference,2,160.000000,41
12697,SET OF 3 CAKE TINS PANTRY DESIGN ,0.890122,Strong Preference,2,89.100000,41
12697,SET 40 HEART SHAPE PETIT FOUR CASES,0.612501,Moderate Preference,1,52.800000,41
12697,SET OF 6 TEA TIME BAKING CASES,0.566935,Moderate Preference,1,30.000000,41
12697,SET OF 12 FAIRY CAKE BAKING CASES,0.534429,Moderate Preference,1,19.920000,41
12700,POSTAGE,0.936774,Strong Preference,2,198.000000,66
12700,REGENCY CAKESTAND 3 TIER,0.847687,Strong Preference,2,63.750000,66
12700,10 COLOUR SPACEBOY PEN,0.844499,Strong Preference,2,61.200000,66
12700,ICE CREAM PEN LIP GLOSS ,0.842954,Strong Preference,2,60.000000,66
12700,PLASTERS IN TIN STRONGMAN,0.810652,Strong Preference,2,39.600000,66
12701,POSTAGE,0.890000,Strong Preference,1,36.000000,152
12701,MAGIC SHEEP WOOL GROWING FROM PAPER,0.871650,Strong Preference,1,30.600000,152
12701,FUNKY WASHING UP GLOVES ASSORTED,0.849853,Strong Preference,1,25.200000,152
12701,PLASTERS IN TIN CIRCUS PARADE ,0.823007,Strong Preference,1,19.800000,152
12701,PLASTERS IN TIN STRONGMAN,0.823007,Strong Preference,1,19.800000,152
12704,POSTAGE,0.971013,Strong Preference,3,200.000000,15
12704,EDWARDIAN PARASOL PINK,0.890146,Strong Preference,3,71.400000,15
12704,JUMBO BAG RED RETROSPOT,0.691477,Moderate Preference,2,41.600000,15
12704,RED TOADSTOOL LED NIGHT LIGHT,0.687669,Moderate Preference,2,39.600000,15
12704,HANGING HEART ZINC T-LIGHT HOLDER,0.667822,Moderate Preference,2,30.600000,15
12705,ROUND SNACK BOXES SET OF4 WOODLAND ,0.935008,Strong Preference,4,159.300000,68
12705,ROUND SNACK BOXES SET OF 4 FRUITS ,0.926007,Strong Preference,4,141.600000,68
12705,WOODLAND CHARLOTTE BAG,0.717171,Moderate Preference,3,42.500000,68
12705,POSTAGE,0.713271,Moderate Preference,2,234.000000,111
12705,CHARLOTTE BAG SUKI DESIGN,0.700445,Moderate Preference,3,34.000000,68
12707,WOODEN ROUNDERS GARDEN SET ,0.890000,Strong Preference,1,68.000000,201
12707,WOODEN CROQUET GARDEN SET,0.861942,Strong Preference,1,51.000000,201
12707,WOODEN SKITTLES GARDEN SET,0.861942,Strong Preference,1,51.000000,201
12707,DAIRY MAID TRADITIONAL TEAPOT ,0.842396,Strong Preference,1,41.700000,201
12707,RETROSPOT TEA SET CERAMIC 11 PC ,0.809668,Strong Preference,1,29.700000,201
12708,POSTAGE,0.986043,Strong Preference,7,198.000000,11
12708,ROUND SNACK BOXES SET OF4 WOODLAND ,0.910052,Strong Preference,6,177.000000,11
12708,ROUND SNACK BOXES SET OF 4 FRUITS ,0.814799,Strong Preference,5,123.900000,11
12708,JAM JAR WITH PINK LID,0.632746,Moderate Preference,4,40.800000,89
12708,SPACEBOY LUNCH BOX ,0.600308,Moderate Preference,3,70.200000,110
12709,MINT KITCHEN SCALES,0.931703,Strong Preference,5,353.600000,6
12709,POSTAGE,0.806908,Strong Preference,4,270.000000,45
12709,REGENCY CAKESTAND 3 TIER,0.780986,Moderate Preference,3,876.000000,58
12709,RED RETROSPOT CUP,0.732274,Moderate Preference,4,86.700000,58
12709,DOORMAT RED RETROSPOT,0.728864,Moderate Preference,3,377.250000,58
12710,POSTAGE,0.984595,Strong Preference,3,126.000000,6
12710,RED METAL BOX TOP SECRET,0.557003,Moderate Preference,1,33.000000,6
12710,PACK OF 20 SKULL PAPER NAPKINS,0.516863,Moderate Preference,1,20.400000,6
12710,SET/6 RED SPOTTY PAPER PLATES,0.516863,Moderate Preference,1,20.400000,6
12710,PAPER CHAIN KIT RETROSPOT,0.505170,Moderate Preference,1,17.700000,6
12712,POSTAGE,0.984306,Strong Preference,11,414.000000,16
12712,3 HOOK PHOTO SHELF ANTIQUE WHITE,0.707621,Moderate Preference,6,289.000000,123
12712,EDWARDIAN PARASOL NATURAL,0.706360,Moderate Preference,5,303.450000,16
12712,EDWARDIAN PARASOL BLACK,0.667602,Moderate Preference,4,321.300000,16
12712,METAL 4 HOOK HANGER FRENCH CHATEAU,0.648151,Moderate Preference,5,212.400000,110
12714,POSTAGE,0.982157,Strong Preference,4,324.000000,16
12714,LUNCH BAG  BLACK SKULL.,0.611956,Moderate Preference,2,49.500000,16
12714,LUNCH BAG ALPHABET DESIGN,0.611956,Moderate Preference,2,49.500000,16
12714,LUNCH BAG APPLE DESIGN,0.611956,Moderate Preference,2,49.500000,16
12714,LUNCH BAG SPACEBOY DESIGN ,0.611956,Moderate Preference,2,49.500000,16
12715,POSTAGE,0.890000,Strong Preference,1,80.000000,16
12715,WALL TIDY RETROSPOT ,0.765427,Moderate Preference,1,21.000000,16
12715,JUMBO BAG ALPHABET,0.764554,Moderate Preference,1,20.800000,16
12715,JUMBO BAG APPLES,0.764554,Moderate Preference,1,20.800000,16
12715,JUMBO BAG OWLS,0.764554,Moderate Preference,1,20.800000,16
12716,POSTAGE,0.890000,Strong Preference,1,54.000000,43
12716,SET/10 RED POLKADOT PARTY CANDLES,0.829909,Strong Preference,1,30.000000,43
12716,SET OF 4 KNICK KNACK TINS DOILEY ,0.811070,Strong Preference,1,24.900000,43
12716,SET OF 4 KNICK KNACK TINS LONDON ,0.811070,Strong Preference,1,24.900000,43
12716,TABLECLOTH RED APPLES DESIGN ,0.788590,Moderate Preference,1,19.900000,43
12717,POSTAGE,0.950645,Strong Preference,2,200.000000,61
12717,SET OF 4 JAM JAR MAGNETS,0.841905,Strong Preference,2,49.920000,61
12717,SET OF 5 PANCAKE DAY MAGNETS,0.841905,Strong Preference,2,49.920000,61
12717,BIG DOUGHNUT FRIDGE MAGNETS,0.773253,Moderate Preference,2,20.400000,61
12717,FRIDGE MAGNETS US DINER ASSORTED,0.773253,Moderate Preference,2,20.400000,61
12720,POSTAGE,0.988566,Strong Preference,8,414.000000,4
12720,PACK OF 12 RED RETROSPOT TISSUES ,0.661388,Moderate Preference,5,46.560000,4
12720,RED RETROSPOT PICNIC BAG,0.618826,Moderate Preference,4,59.000000,4
12720,IVORY KITCHEN SCALES,0.569813,Moderate Preference,3,68.000000,4
12720,RECIPE BOX RETROSPOT ,0.552864,Moderate Preference,3,53.100000,4
12721,POSTAGE,0.955152,Strong Preference,4,198.000000,92
12721,SMALL RED RETROSPOT WINDMILL,0.603937,Moderate Preference,2,45.000000,92
12721,JUMBO BAG RED RETROSPOT,0.595385,Moderate Preference,2,40.300000,92
12721,RED TOADSTOOL LED NIGHT LIGHT,0.594029,Moderate Preference,2,39.600000,92
12721,FAIRY TALE COTTAGE NIGHTLIGHT,0.592766,Moderate Preference,2,70.200000,213
12722,CHEST OF DRAWERS GINGHAM HEART ,0.927606,Strong Preference,2,67.800000,27
12722,CREAM SWEETHEART MINI CHEST,0.874202,Strong Preference,2,38.250000,27
12722,WHITE HANGING HEART T-LIGHT HOLDER,0.715000,Moderate Preference,1,81.600000,24
12722,GARLAND WITH STARS AND BELLS,0.685216,Moderate Preference,1,59.400000,24
12722,FOLKART STAR CHRISTMAS DECORATIONS,0.621749,Moderate Preference,1,30.000000,24
12724,POSTAGE,0.955702,Strong Preference,2,36.000000,83
12724,LUNCH BAG SPACEBOY DESIGN ,0.945867,Strong Preference,2,33.000000,83
12724,RABBIT NIGHT LIGHT,0.679485,Moderate Preference,1,24.960000,83
12724,LUNCH BAG APPLE DESIGN,0.633616,Moderate Preference,1,16.500000,83
12724,LUNCH BAG CARS BLUE,0.633616,Moderate Preference,1,16.500000,83
12725,POSTAGE,0.890000,Strong Preference,1,56.000000,281
12725,CHOCOLATE 1 WICK MORRIS BOX CANDLE,0.810436,Strong Preference,1,25.500000,281
12725,ROSE SCENT CANDLE IN JEWELLED BOX,0.810436,Strong Preference,1,25.500000,281
12725,GREEN REGENCY TEACUP AND SAUCER,0.774221,Moderate Preference,1,17.700000,281
12725,SET OF 6 T-LIGHTS SANTA,0.774221,Moderate Preference,1,17.700000,281
12726,POSTAGE,0.932720,Strong Preference,5,108.000000,94
12726,MINI PAINT SET VINTAGE ,0.860794,Strong Preference,4,140.400000,94
12726,MAGIC DRAWING SLATE CIRCUS PARADE  ,0.854985,Strong Preference,4,131.040000,94
12726,SET/6 RED SPOTTY PAPER PLATES,0.825072,Strong Preference,4,91.800000,94
12726,SET/6 RED SPOTTY PAPER CUPS,0.781621,Moderate Preference,4,54.600000,94
12727,POSTAGE,0.987652,Strong Preference,6,468.000000,5
12727,CAKE STAND WHITE TWO TIER LACE,0.831159,Strong Preference,4,469.200000,5
12727,SET OF 72 PINK HEART PAPER DOILIES,0.610754,Moderate Preference,3,104.400000,97
12727,EDWARDIAN PARASOL NATURAL,0.561828,Moderate Preference,2,89.250000,5
12727,WOOD BLACK BOARD ANT WHITE FINISH,0.542557,Moderate Preference,2,67.050000,5
12728,POSTAGE,0.920992,Strong Preference,3,90.000000,167
12728,RED TOADSTOOL LED NIGHT LIGHT,0.689178,Moderate Preference,2,39.600000,167
12728,REGENCY CAKESTAND 3 TIER,0.686029,Moderate Preference,2,38.250000,167
12728,PLASTERS IN TIN CIRCUS PARADE ,0.501519,Moderate Preference,1,39.600000,242
12728,CHILDRENS CUTLERY POLKADOT BLUE,0.479500,Weak Preference,1,24.900000,194
12729,POSTAGE,0.890000,Strong Preference,1,36.000000,23
12729,POPPY'S PLAYHOUSE BEDROOM ,0.849853,Strong Preference,1,25.200000,23
12729,POPPY'S PLAYHOUSE KITCHEN,0.849853,Strong Preference,1,25.200000,23
12729,POPPY'S PLAYHOUSE LIVINGROOM ,0.849853,Strong Preference,1,25.200000,23
12729,36 PENCILS TUBE RED RETROSPOT,0.824120,Strong Preference,1,20.000000,23
12731,ASSORTED COLOUR BIRD ORNAMENT,0.880645,Strong Preference,5,1101.600000,85
12731,LUNCH BAG RED RETROSPOT,0.872420,Strong Preference,6,214.500000,54
12731,BLUE HARMONICA IN BOX ,0.783627,Moderate Preference,5,180.000000,54
12731,RED  HARMONICA IN BOX ,0.783627,Moderate Preference,5,180.000000,54
12731,SPACEBOY LUNCH BOX ,0.775098,Moderate Preference,5,156.000000,54
12732,36 PENCILS TUBE RED RETROSPOT,0.890000,Strong Preference,1,40.000000,89
12732,CHILDRENS CUTLERY CIRCUS PARADE,0.869490,Strong Preference,1,33.200000,89
12732,CHILDRENS CUTLERY DOLLY GIRL ,0.869490,Strong Preference,1,33.200000,89
12732,CHILDRENS CUTLERY SPACEBOY ,0.869490,Strong Preference,1,33.200000,89
12732,POSTAGE,0.803012,Strong Preference,1,18.000000,89
12733,REGENCY CAKESTAND 3 TIER,0.890000,Strong Preference,1,76.500000,143
12733,TEA TIME TEA SET IN GIFT BOX,0.815300,Strong Preference,1,34.750000,143
12733,PARTY CONES CANDY TREE DECORATION,0.803387,Strong Preference,1,30.600000,143
12733,SET OF 6 SPICE TINS PANTRY DESIGN,0.793925,Moderate Preference,1,27.650000,143
12733,COTTON APRON PANTRY DESIGN,0.783622,Moderate Preference,1,24.750000,143
12734,CAKE PLATE LOVEBIRD PINK,0.890000,Strong Preference,1,46.800000,262
12734,CAKE PLATE LOVEBIRD WHITE,0.890000,Strong Preference,1,46.800000,262
12734,METAL SIGN CUPCAKE SINGLE HOOK,0.713365,Moderate Preference,1,8.400000,262
12734,"METAL SIGN,CUPCAKE SINGLE HOOK",0.713365,Moderate Preference,1,8.400000,262
12735,POSTAGE,0.898907,Strong Preference,2,90.000000,225
12735,DOCTOR'S BAG SOFT TOY,0.851515,Strong Preference,2,53.700000,225
12735,NURSE'S BAG SOFT TOY,0.851515,Strong Preference,2,53.700000,225
12735,TOOL BOX SOFT TOY ,0.851515,Strong Preference,2,53.700000,225
12735,WOODEN CROQUET GARDEN SET,0.835082,Strong Preference,2,44.850000,225
12736,POSTAGE,0.890000,Strong Preference,1,90.000000,242
12736,PACK OF 72 RETROSPOT CAKE CASES,0.836814,Strong Preference,1,50.400000,242
12736,CAKE PLATE LOVEBIRD PINK,0.830054,Strong Preference,1,46.800000,242
12736,CAKE PLATE LOVEBIRD WHITE,0.830054,Strong Preference,1,46.800000,242
12738,6 RIBBONS RUSTIC CHARM,0.890000,Strong Preference,1,19.800000,281
12738,POSTAGE,0.877474,Strong Preference,1,18.000000,281
12738,JAM MAKING SET PRINTED,0.873033,Strong Preference,1,17.400000,281
12738,CAKE STAND WHITE TWO TIER LACE,0.869992,Strong Preference,1,17.000000,281
12738,60 CAKE CASES VINTAGE CHRISTMAS,0.837176,Strong Preference,1,13.200000,281
