CustomerID,churn_probability,churn_prediction,threshold,churn_risk,predicted_revenue,revenue_segment,customer_segment
13722,0.236733,0,0.442809,Low Risk,978.130000,Medium Value,Standard Customer
13723,0.658317,1,0.442809,High Risk,203.420000,Low Value,At-Risk Customer
13725,0.133014,0,0.442809,Low Risk,1172.020000,Medium Value,Standard Customer
13726,0.377936,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13728,0.240212,0,0.442809,Low Risk,521.740000,Medium Value,Standard Customer
13730,0.369599,0,0.442809,Medium Risk,232.520000,Low Value,Standard Customer
13731,0.547472,1,0.442809,Medium Risk,317.100000,Low Value,Standard Customer
13735,0.225448,0,0.442809,Low Risk,655.270000,Medium Value,Standard Customer
13736,0.492243,1,0.442809,Medium Risk,185.920000,Low Value,Standard Customer
13737,0.620590,1,0.442809,Medium Risk,135.780000,Low Value,Standard Customer
13740,0.681690,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
13741,0.435129,0,0.442809,Medium Risk,318.590000,Low Value,Standard Customer
13742,0.107695,0,0.442809,Low Risk,1677.910000,Medium Value,Standard Customer
13743,0.204245,0,0.442809,Low Risk,34.860000,Low Value,Standard Customer
13744,0.360534,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13745,0.473971,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13747,0.787598,1,0.442809,High Risk,247.160000,Low Value,At-Risk Customer
13748,0.269270,0,0.442809,Low Risk,590.960000,Medium Value,Standard Customer
13750,0.319394,0,0.442809,Low Risk,878.020000,Medium Value,Standard Customer
13751,0.691896,1,0.442809,High Risk,142.670000,Low Value,At-Risk Customer
13752,0.208134,0,0.442809,Low Risk,472.030000,Low Value,Standard Customer
13753,0.653804,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
13754,0.513126,1,0.442809,Medium Risk,189.010000,Low Value,Standard Customer
13756,0.123857,0,0.442809,Low Risk,1427.720000,Medium Value,Standard Customer
13758,0.202075,0,0.442809,Low Risk,993.110000,Medium Value,Standard Customer
13760,0.635593,1,0.442809,Medium Risk,149.650000,Low Value,Standard Customer
13761,0.534512,1,0.442809,Medium Risk,72.010000,Low Value,Standard Customer
13762,0.576469,1,0.442809,Medium Risk,194.930000,Low Value,Standard Customer
13763,0.469111,1,0.442809,Medium Risk,179.620000,Low Value,Standard Customer
13764,0.265830,0,0.442809,Low Risk,202.000000,Low Value,Standard Customer
13767,0.084641,0,0.442809,Low Risk,6224.430000,High Value,Loyal High-Value Customer
13769,0.102728,0,0.442809,Low Risk,1377.890000,Medium Value,Standard Customer
13771,0.283984,0,0.442809,Low Risk,586.750000,Medium Value,Standard Customer
13772,0.284254,0,0.442809,Low Risk,270.800000,Low Value,Standard Customer
13777,0.084754,0,0.442809,Low Risk,7603.990000,High Value,Loyal High-Value Customer
13778,0.518791,1,0.442809,Medium Risk,162.580000,Low Value,Standard Customer
13780,0.547219,1,0.442809,Medium Risk,95.060000,Low Value,Standard Customer
13781,0.686557,1,0.442809,High Risk,203.580000,Low Value,At-Risk Customer
13782,0.270621,0,0.442809,Low Risk,338.290000,Low Value,Standard Customer
13784,0.131052,0,0.442809,Low Risk,397.090000,Low Value,Standard Customer
13786,0.742927,1,0.442809,High Risk,162.710000,Low Value,At-Risk Customer
13787,0.698960,1,0.442809,High Risk,209.120000,Low Value,At-Risk Customer
13791,0.346722,0,0.442809,Low Risk,175.570000,Low Value,Standard Customer
13792,0.716541,1,0.442809,High Risk,216.780000,Low Value,At-Risk Customer
13798,0.085038,0,0.442809,Low Risk,15310.290000,High Value,Loyal High-Value Customer
13799,0.413513,0,0.442809,Medium Risk,259.780000,Low Value,Standard Customer
13800,0.710878,1,0.442809,High Risk,20.950000,Low Value,At-Risk Customer
13802,0.218401,0,0.442809,Low Risk,1862.040000,Medium Value,Standard Customer
13803,0.660561,1,0.442809,High Risk,151.680000,Low Value,At-Risk Customer
13804,0.195707,0,0.442809,Low Risk,642.940000,Medium Value,Standard Customer
13805,0.464531,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13807,0.732017,1,0.442809,High Risk,224.260000,Low Value,At-Risk Customer
13808,0.339201,0,0.442809,Low Risk,329.760000,Low Value,Standard Customer
13809,0.734084,1,0.442809,High Risk,219.760000,Low Value,At-Risk Customer
13811,0.469174,1,0.442809,Medium Risk,573.670000,Medium Value,Standard Customer
13812,0.424725,0,0.442809,Medium Risk,76.380000,Low Value,Standard Customer
13813,0.406709,0,0.442809,Medium Risk,257.610000,Low Value,Standard Customer
13814,0.287544,0,0.442809,Low Risk,419.880000,Low Value,Standard Customer
13815,0.280897,0,0.442809,Low Risk,815.070000,Medium Value,Standard Customer
13817,0.727385,1,0.442809,High Risk,202.320000,Low Value,At-Risk Customer
13819,0.571770,1,0.442809,Medium Risk,204.210000,Low Value,Standard Customer
13821,0.372674,0,0.442809,Medium Risk,257.050000,Low Value,Standard Customer
13823,0.392651,0,0.442809,Medium Risk,3.960000,Low Value,Standard Customer
13824,0.264079,0,0.442809,Low Risk,796.990000,Medium Value,Standard Customer
13826,0.588998,1,0.442809,Medium Risk,225.060000,Low Value,Standard Customer
13827,0.352645,0,0.442809,Medium Risk,242.940000,Low Value,Standard Customer
13829,0.788818,1,0.442809,High Risk,244.740000,Low Value,At-Risk Customer
13831,0.242357,0,0.442809,Low Risk,894.790000,Medium Value,Standard Customer
13833,0.521785,1,0.442809,Medium Risk,138.710000,Low Value,Standard Customer
13835,0.429785,0,0.442809,Medium Risk,263.420000,Low Value,Standard Customer
13837,0.568791,1,0.442809,Medium Risk,209.330000,Low Value,Standard Customer
13838,0.215509,0,0.442809,Low Risk,306.320000,Low Value,Standard Customer
13841,0.709227,1,0.442809,High Risk,163.440000,Low Value,At-Risk Customer
13842,0.148441,0,0.442809,Low Risk,1324.500000,Medium Value,Standard Customer
13846,0.398222,0,0.442809,Medium Risk,372.770000,Low Value,Standard Customer
13848,0.366139,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13849,0.462541,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13850,0.309906,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
13851,0.291336,0,0.442809,Low Risk,790.430000,Medium Value,Standard Customer
13854,0.086677,0,0.442809,Low Risk,4778.140000,High Value,Loyal High-Value Customer
13856,0.370280,0,0.442809,Medium Risk,88.640000,Low Value,Standard Customer
13859,0.715431,1,0.442809,High Risk,143.210000,Low Value,At-Risk Customer
13862,0.133629,0,0.442809,Low Risk,709.310000,Medium Value,Standard Customer
13863,0.624655,1,0.442809,Medium Risk,202.360000,Low Value,Standard Customer
13865,0.338926,0,0.442809,Low Risk,316.340000,Low Value,Standard Customer
13867,0.654535,1,0.442809,High Risk,205.670000,Low Value,At-Risk Customer
13869,0.182873,0,0.442809,Low Risk,1210.870000,Medium Value,Standard Customer
13870,0.151194,0,0.442809,Low Risk,1181.900000,Medium Value,Standard Customer
13871,0.107700,0,0.442809,Low Risk,2840.870000,High Value,Loyal High-Value Customer
13873,0.355814,0,0.442809,Medium Risk,335.330000,Low Value,Standard Customer
13874,0.772074,1,0.442809,High Risk,145.900000,Low Value,At-Risk Customer
13875,0.218672,0,0.442809,Low Risk,516.590000,Medium Value,Standard Customer
13880,0.145710,0,0.442809,Low Risk,946.730000,Medium Value,Standard Customer
13881,0.093239,0,0.442809,Low Risk,4637.090000,High Value,Loyal High-Value Customer
13883,0.171929,0,0.442809,Low Risk,898.590000,Medium Value,Standard Customer
13884,0.482562,1,0.442809,Medium Risk,270.120000,Low Value,Standard Customer
13885,0.529747,1,0.442809,Medium Risk,329.020000,Low Value,Standard Customer
13887,0.633460,1,0.442809,Medium Risk,129.300000,Low Value,Standard Customer
13888,0.423067,0,0.442809,Medium Risk,311.320000,Low Value,Standard Customer
13889,0.501650,1,0.442809,Medium Risk,121.160000,Low Value,Standard Customer
13890,0.322536,0,0.442809,Low Risk,309.300000,Low Value,Standard Customer
13892,0.640011,1,0.442809,Medium Risk,130.150000,Low Value,Standard Customer
13893,0.741843,1,0.442809,High Risk,149.350000,Low Value,At-Risk Customer
13894,0.668827,1,0.442809,High Risk,221.680000,Low Value,At-Risk Customer
13895,0.370482,0,0.442809,Medium Risk,372.630000,Low Value,Standard Customer
13898,0.729077,1,0.442809,High Risk,148.430000,Low Value,At-Risk Customer
13899,0.660082,1,0.442809,High Risk,157.220000,Low Value,At-Risk Customer
13900,0.398527,0,0.442809,Medium Risk,368.740000,Low Value,Standard Customer
13901,0.166787,0,0.442809,Low Risk,1054.470000,Medium Value,Standard Customer
13904,0.664143,1,0.442809,High Risk,79.420000,Low Value,At-Risk Customer
13908,0.221535,0,0.442809,Low Risk,594.310000,Medium Value,Standard Customer
13911,0.115278,0,0.442809,Low Risk,650.390000,Medium Value,Standard Customer
13917,0.629786,1,0.442809,Medium Risk,193.170000,Low Value,Standard Customer
13918,0.676511,1,0.442809,High Risk,166.920000,Low Value,At-Risk Customer
13919,0.516299,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13922,0.760694,1,0.442809,High Risk,186.080000,Low Value,At-Risk Customer
13925,0.254136,0,0.442809,Low Risk,397.370000,Low Value,Standard Customer
13928,0.377514,0,0.442809,Medium Risk,238.660000,Low Value,Standard Customer
13929,0.521633,1,0.442809,Medium Risk,644.070000,Medium Value,Standard Customer
13930,0.535756,1,0.442809,Medium Risk,70.160000,Low Value,Standard Customer
13931,0.303845,0,0.442809,Low Risk,313.890000,Low Value,Standard Customer
13932,0.717524,1,0.442809,High Risk,195.710000,Low Value,At-Risk Customer
13933,0.430645,0,0.442809,Medium Risk,360.900000,Low Value,Standard Customer
13934,0.703373,1,0.442809,High Risk,2.380000,Low Value,At-Risk Customer
13936,0.469601,1,0.442809,Medium Risk,145.970000,Low Value,Standard Customer
13937,0.596437,1,0.442809,Medium Risk,133.730000,Low Value,Standard Customer
13939,0.282361,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
13940,0.382014,0,0.442809,Medium Risk,214.450000,Low Value,Standard Customer
13941,0.221736,0,0.442809,Low Risk,1391.130000,Medium Value,Standard Customer
13946,0.548883,1,0.442809,Medium Risk,276.820000,Low Value,Standard Customer
13948,0.760243,1,0.442809,High Risk,222.640000,Low Value,At-Risk Customer
13949,0.343214,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
13950,0.696133,1,0.442809,High Risk,178.740000,Low Value,At-Risk Customer
13951,0.430567,0,0.442809,Medium Risk,302.650000,Low Value,Standard Customer
13952,0.357357,0,0.442809,Medium Risk,1398.550000,Medium Value,Standard Customer
13953,0.213485,0,0.442809,Low Risk,861.330000,Medium Value,Standard Customer
13955,0.465260,1,0.442809,Medium Risk,237.030000,Low Value,Standard Customer
13956,0.239652,0,0.442809,Low Risk,308.670000,Low Value,Standard Customer
13958,0.796752,1,0.442809,High Risk,251.230000,Low Value,At-Risk Customer
13959,0.600602,1,0.442809,Medium Risk,235.300000,Low Value,Standard Customer
13962,0.675352,1,0.442809,High Risk,209.850000,Low Value,At-Risk Customer
13963,0.574995,1,0.442809,Medium Risk,350.380000,Low Value,Standard Customer
13967,0.615496,1,0.442809,Medium Risk,186.720000,Low Value,Standard Customer
13969,0.091367,0,0.442809,Low Risk,2124.440000,High Value,Loyal High-Value Customer
13971,0.129732,0,0.442809,Low Risk,832.170000,Medium Value,Standard Customer
13972,0.605837,1,0.442809,Medium Risk,195.140000,Low Value,Standard Customer
13973,0.694125,1,0.442809,High Risk,168.930000,Low Value,At-Risk Customer
13975,0.150028,0,0.442809,Low Risk,558.610000,Medium Value,Standard Customer
13976,0.641606,1,0.442809,Medium Risk,132.550000,Low Value,Standard Customer
13982,0.265795,0,0.442809,Low Risk,534.790000,Medium Value,Standard Customer
13983,0.159444,0,0.442809,Low Risk,998.550000,Medium Value,Standard Customer
13984,0.334810,0,0.442809,Low Risk,275.560000,Low Value,Standard Customer
13985,0.134425,0,0.442809,Low Risk,1549.130000,Medium Value,Standard Customer
13988,0.194475,0,0.442809,Low Risk,684.950000,Medium Value,Standard Customer
13989,0.543310,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
13990,0.613626,1,0.442809,Medium Risk,99.700000,Low Value,Standard Customer
13991,0.560327,1,0.442809,Medium Risk,157.030000,Low Value,Standard Customer
13993,0.150515,0,0.442809,Low Risk,1585.770000,Medium Value,Standard Customer
13994,0.373794,0,0.442809,Medium Risk,309.960000,Low Value,Standard Customer
13995,0.236566,0,0.442809,Low Risk,377.380000,Low Value,Standard Customer
13999,0.102283,0,0.442809,Low Risk,1403.210000,Medium Value,Standard Customer
14000,0.570447,1,0.442809,Medium Risk,40.260000,Low Value,Standard Customer
14001,0.389512,0,0.442809,Medium Risk,638.880000,Medium Value,Standard Customer
14002,0.334555,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
14004,0.188511,0,0.442809,Low Risk,1579.150000,Medium Value,Standard Customer
14005,0.323872,0,0.442809,Low Risk,31.810000,Low Value,Standard Customer
14006,0.396469,0,0.442809,Medium Risk,382.670000,Low Value,Standard Customer
14009,0.423359,0,0.442809,Medium Risk,380.800000,Low Value,Standard Customer
14012,0.720514,1,0.442809,High Risk,136.290000,Low Value,At-Risk Customer
14013,0.348688,0,0.442809,Low Risk,152.540000,Low Value,Standard Customer
14016,0.203477,0,0.442809,Low Risk,2151.560000,High Value,Loyal High-Value Customer
14019,0.328426,0,0.442809,Low Risk,215.180000,Low Value,Standard Customer
14021,0.462281,1,0.442809,Medium Risk,470.980000,Low Value,Standard Customer
14022,0.650180,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
14023,0.637918,1,0.442809,Medium Risk,122.300000,Low Value,Standard Customer
14024,0.442078,0,0.442809,Medium Risk,250.870000,Low Value,Standard Customer
14029,0.513661,1,0.442809,Medium Risk,202.730000,Low Value,Standard Customer
14030,0.149813,0,0.442809,Low Risk,829.710000,Medium Value,Standard Customer
14031,0.089594,0,0.442809,Low Risk,5602.880000,High Value,Loyal High-Value Customer
14032,0.123547,0,0.442809,Low Risk,762.370000,Medium Value,Standard Customer
14034,0.400116,0,0.442809,Medium Risk,252.490000,Low Value,Standard Customer
14035,0.302540,0,0.442809,Low Risk,432.740000,Low Value,Standard Customer
14036,0.688836,1,0.442809,High Risk,63.210000,Low Value,At-Risk Customer
14037,0.576231,1,0.442809,Medium Risk,224.120000,Low Value,Standard Customer
14038,0.312476,0,0.442809,Low Risk,409.500000,Low Value,Standard Customer
14040,0.095215,0,0.442809,Low Risk,1537.680000,Medium Value,Standard Customer
14041,0.683342,1,0.442809,High Risk,158.630000,Low Value,At-Risk Customer
14044,0.186105,0,0.442809,Low Risk,260.840000,Low Value,Standard Customer
14045,0.338799,0,0.442809,Low Risk,1081.640000,Medium Value,Standard Customer
14046,0.688079,1,0.442809,High Risk,0.000000,Low Value,At-Risk Customer
14047,0.411195,0,0.442809,Medium Risk,500.640000,Medium Value,Standard Customer
14048,0.546312,1,0.442809,Medium Risk,160.230000,Low Value,Standard Customer
14049,0.145274,0,0.442809,Low Risk,1055.460000,Medium Value,Standard Customer
14050,0.389545,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
14051,0.089593,0,0.442809,Low Risk,7176.290000,High Value,Loyal High-Value Customer
14053,0.532455,1,0.442809,Medium Risk,178.730000,Low Value,Standard Customer
14055,0.543638,1,0.442809,Medium Risk,102.140000,Low Value,Standard Customer
14056,0.083707,0,0.442809,Low Risk,2812.200000,High Value,Loyal High-Value Customer
14057,0.088676,0,0.442809,Low Risk,1713.700000,Medium Value,Standard Customer
14059,0.697406,1,0.442809,High Risk,148.100000,Low Value,At-Risk Customer
14060,0.094344,0,0.442809,Low Risk,1174.590000,Medium Value,Standard Customer
14062,0.101784,0,0.442809,Low Risk,5292.430000,High Value,Loyal High-Value Customer
14064,0.203194,0,0.442809,Low Risk,117.540000,Low Value,Standard Customer
14066,0.713086,1,0.442809,High Risk,205.270000,Low Value,At-Risk Customer
14067,0.406705,0,0.442809,Medium Risk,49.030000,Low Value,Standard Customer
14068,0.706950,1,0.442809,High Risk,191.050000,Low Value,At-Risk Customer
14071,0.501238,1,0.442809,Medium Risk,187.920000,Low Value,Standard Customer
14075,0.642477,1,0.442809,Medium Risk,48.630000,Low Value,Standard Customer
14076,0.505947,1,0.442809,Medium Risk,127.640000,Low Value,Standard Customer
14077,0.441092,0,0.442809,Medium Risk,270.090000,Low Value,Standard Customer
14078,0.236835,0,0.442809,Low Risk,764.200000,Medium Value,Standard Customer
14079,0.531206,1,0.442809,Medium Risk,15.290000,Low Value,Standard Customer
14081,0.266377,0,0.442809,Low Risk,368.990000,Low Value,Standard Customer
14082,0.736713,1,0.442809,High Risk,160.340000,Low Value,At-Risk Customer
14083,0.161806,0,0.442809,Low Risk,221.800000,Low Value,Standard Customer
14085,0.090673,0,0.442809,Low Risk,1335.570000,Medium Value,Standard Customer
14088,0.098349,0,0.442809,Low Risk,18168.800000,High Value,Loyal High-Value Customer
14090,0.768948,1,0.442809,High Risk,193.860000,Low Value,At-Risk Customer
14092,0.099501,0,0.442809,Low Risk,1455.990000,Medium Value,Standard Customer
14096,0.229355,0,0.442809,Low Risk,61.980000,Low Value,Standard Customer
14099,0.108409,0,0.442809,Low Risk,841.290000,Medium Value,Standard Customer
14100,0.534439,1,0.442809,Medium Risk,161.630000,Low Value,Standard Customer
14101,0.147863,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
14104,0.517083,1,0.442809,Medium Risk,245.360000,Low Value,Standard Customer
14105,0.477137,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
14107,0.135518,0,0.442809,Low Risk,1096.080000,Medium Value,Standard Customer
14108,0.366898,0,0.442809,Medium Risk,182.730000,Low Value,Standard Customer
14110,0.181344,0,0.442809,Low Risk,1806.590000,Medium Value,Standard Customer
14111,0.331412,0,0.442809,Low Risk,227.210000,Low Value,Standard Customer
14112,0.134227,0,0.442809,Low Risk,852.630000,Medium Value,Standard Customer
14113,0.514139,1,0.442809,Medium Risk,158.000000,Low Value,Standard Customer
14114,0.659763,1,0.442809,High Risk,342.890000,Low Value,At-Risk Customer
14116,0.340829,0,0.442809,Low Risk,240.610000,Low Value,Standard Customer
14117,0.597760,1,0.442809,Medium Risk,165.090000,Low Value,Standard Customer
14119,0.694587,1,0.442809,High Risk,243.380000,Low Value,At-Risk Customer
14127,0.359989,0,0.442809,Medium Risk,416.660000,Low Value,Standard Customer
14128,0.630318,1,0.442809,Medium Risk,45.070000,Low Value,Standard Customer
14129,0.298211,0,0.442809,Low Risk,408.800000,Low Value,Standard Customer
14130,0.684666,1,0.442809,High Risk,42.420000,Low Value,At-Risk Customer
14132,0.184230,0,0.442809,Low Risk,388.450000,Low Value,Standard Customer
14133,0.311276,0,0.442809,Low Risk,361.880000,Low Value,Standard Customer
14135,0.101212,0,0.442809,Low Risk,564.350000,Medium Value,Standard Customer
14141,0.440667,0,0.442809,Medium Risk,116.200000,Low Value,Standard Customer
14142,0.752469,1,0.442809,High Risk,32.800000,Low Value,At-Risk Customer
14143,0.496883,1,0.442809,Medium Risk,192.210000,Low Value,Standard Customer
14145,0.305245,0,0.442809,Low Risk,1614.780000,Medium Value,Standard Customer
14146,0.364527,0,0.442809,Medium Risk,428.530000,Low Value,Standard Customer
14147,0.695823,1,0.442809,High Risk,218.120000,Low Value,At-Risk Customer
14148,0.683350,1,0.442809,High Risk,224.190000,Low Value,At-Risk Customer
14149,0.551443,1,0.442809,Medium Risk,253.360000,Low Value,Standard Customer
14150,0.703130,1,0.442809,High Risk,74.200000,Low Value,At-Risk Customer
14152,0.568488,1,0.442809,Medium Risk,98.040000,Low Value,Standard Customer
14154,0.600061,1,0.442809,Medium Risk,584.040000,Medium Value,Standard Customer
14155,0.718530,1,0.442809,High Risk,217.560000,Low Value,At-Risk Customer
14156,0.084649,0,0.442809,Low Risk,60964.640000,High Value,Loyal High-Value Customer
14157,0.560360,1,0.442809,Medium Risk,187.650000,Low Value,Standard Customer
14159,0.089573,0,0.442809,Low Risk,489.150000,Low Value,Standard Customer
14161,0.406892,0,0.442809,Medium Risk,585.190000,Medium Value,Standard Customer
14162,0.512391,1,0.442809,Medium Risk,236.260000,Low Value,Standard Customer
14163,0.307441,0,0.442809,Low Risk,917.060000,Medium Value,Standard Customer
14165,0.633661,1,0.442809,Medium Risk,185.330000,Low Value,Standard Customer
14167,0.408696,0,0.442809,Medium Risk,368.170000,Low Value,Standard Customer
14171,0.420920,0,0.442809,Medium Risk,69.800000,Low Value,Standard Customer
14173,0.627751,1,0.442809,Medium Risk,195.270000,Low Value,Standard Customer
14175,0.198880,0,0.442809,Low Risk,618.040000,Medium Value,Standard Customer
14176,0.559479,1,0.442809,Medium Risk,468.520000,Low Value,Standard Customer
14177,0.278799,0,0.442809,Low Risk,252.410000,Low Value,Standard Customer
14178,0.229542,0,0.442809,Low Risk,167.190000,Low Value,Standard Customer
14180,0.087808,0,0.442809,Low Risk,3271.820000,High Value,Loyal High-Value Customer
14185,0.755190,1,0.442809,High Risk,249.810000,Low Value,At-Risk Customer
14188,0.189430,0,0.442809,Low Risk,735.060000,Medium Value,Standard Customer
14189,0.088697,0,0.442809,Low Risk,1035.250000,Medium Value,Standard Customer
14191,0.129066,0,0.442809,Low Risk,1067.410000,Medium Value,Standard Customer
14193,0.663150,1,0.442809,High Risk,69.230000,Low Value,At-Risk Customer
14194,0.083917,0,0.442809,Low Risk,2870.870000,High Value,Loyal High-Value Customer
14195,0.528136,1,0.442809,Medium Risk,365.010000,Low Value,Standard Customer
14196,0.537388,1,0.442809,Medium Risk,126.800000,Low Value,Standard Customer
14198,0.371449,0,0.442809,Medium Risk,285.560000,Low Value,Standard Customer
14199,0.657270,1,0.442809,High Risk,216.370000,Low Value,At-Risk Customer
14201,0.232955,0,0.442809,Low Risk,242.260000,Low Value,Standard Customer
14205,0.537408,1,0.442809,Medium Risk,166.040000,Low Value,Standard Customer
14206,0.630588,1,0.442809,Medium Risk,166.480000,Low Value,Standard Customer
14208,0.512505,1,0.442809,Medium Risk,127.050000,Low Value,Standard Customer
14209,0.175905,0,0.442809,Low Risk,1234.760000,Medium Value,Standard Customer
14210,0.152649,0,0.442809,Low Risk,1195.910000,Medium Value,Standard Customer
14211,0.132974,0,0.442809,Low Risk,605.680000,Medium Value,Standard Customer
14213,0.797798,1,0.442809,High Risk,321.440000,Low Value,At-Risk Customer
14214,0.211037,0,0.442809,Low Risk,368.090000,Low Value,Standard Customer
14215,0.227990,0,0.442809,Low Risk,591.390000,Medium Value,Standard Customer
14217,0.121316,0,0.442809,Low Risk,768.170000,Medium Value,Standard Customer
14220,0.617061,1,0.442809,Medium Risk,349.660000,Low Value,Standard Customer
14221,0.125463,0,0.442809,Low Risk,1284.310000,Medium Value,Standard Customer
14222,0.461813,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
14223,0.277243,0,0.442809,Low Risk,464.600000,Low Value,Standard Customer
14224,0.259174,0,0.442809,Low Risk,532.620000,Medium Value,Standard Customer
14226,0.286692,0,0.442809,Low Risk,695.970000,Medium Value,Standard Customer
14227,0.117332,0,0.442809,Low Risk,1290.810000,Medium Value,Standard Customer
14229,0.538945,1,0.442809,Medium Risk,483.450000,Low Value,Standard Customer
14231,0.297042,0,0.442809,Low Risk,505.900000,Medium Value,Standard Customer
14232,0.161909,0,0.442809,Low Risk,358.950000,Low Value,Standard Customer
14233,0.414539,0,0.442809,Medium Risk,564.760000,Medium Value,Standard Customer
14235,0.243832,0,0.442809,Low Risk,1026.210000,Medium Value,Standard Customer
14236,0.715239,1,0.442809,High Risk,232.700000,Low Value,At-Risk Customer
14237,0.722148,1,0.442809,High Risk,226.050000,Low Value,At-Risk Customer
14238,0.740615,1,0.442809,High Risk,166.610000,Low Value,At-Risk Customer
14239,0.111271,0,0.442809,Low Risk,1105.390000,Medium Value,Standard Customer
14240,0.639988,1,0.442809,Medium Risk,178.290000,Low Value,Standard Customer
14241,0.601965,1,0.442809,Medium Risk,123.180000,Low Value,Standard Customer
14242,0.633714,1,0.442809,Medium Risk,263.790000,Low Value,Standard Customer
14243,0.101825,0,0.442809,Low Risk,1335.530000,Medium Value,Standard Customer
14245,0.183334,0,0.442809,Low Risk,775.620000,Medium Value,Standard Customer
14246,0.287671,0,0.442809,Low Risk,605.000000,Medium Value,Standard Customer
14247,0.689159,1,0.442809,High Risk,195.040000,Low Value,At-Risk Customer
14248,0.728884,1,0.442809,High Risk,184.100000,Low Value,At-Risk Customer
14256,0.491699,1,0.442809,Medium Risk,525.810000,Medium Value,Standard Customer
14257,0.190232,0,0.442809,Low Risk,1299.030000,Medium Value,Standard Customer
14258,0.114933,0,0.442809,Low Risk,4749.410000,High Value,Loyal High-Value Customer
14259,0.565030,1,0.442809,Medium Risk,168.420000,Low Value,Standard Customer
14262,0.260665,0,0.442809,Low Risk,323.040000,Low Value,Standard Customer
14264,0.467522,1,0.442809,Medium Risk,340.570000,Low Value,Standard Customer
14265,0.367356,0,0.442809,Medium Risk,222.230000,Low Value,Standard Customer
14267,0.215874,0,0.442809,Low Risk,890.800000,Medium Value,Standard Customer
14270,0.751925,1,0.442809,High Risk,117.340000,Low Value,At-Risk Customer
14271,0.676862,1,0.442809,High Risk,162.820000,Low Value,At-Risk Customer
14272,0.690447,1,0.442809,High Risk,171.210000,Low Value,At-Risk Customer
14273,0.354660,0,0.442809,Medium Risk,338.220000,Low Value,Standard Customer
14276,0.237360,0,0.442809,Low Risk,412.540000,Low Value,Standard Customer
14277,0.422563,0,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
14280,0.640910,1,0.442809,Medium Risk,187.110000,Low Value,Standard Customer
14282,0.121460,0,0.442809,Low Risk,1034.980000,Medium Value,Standard Customer
14285,0.565575,1,0.442809,Medium Risk,214.780000,Low Value,Standard Customer
14286,0.318203,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
14287,0.468228,1,0.442809,Medium Risk,78.600000,Low Value,Standard Customer
14288,0.545290,1,0.442809,Medium Risk,286.790000,Low Value,Standard Customer
14289,0.239022,0,0.442809,Low Risk,606.840000,Medium Value,Standard Customer
14290,0.592990,1,0.442809,Medium Risk,473.140000,Low Value,Standard Customer
14291,0.122861,0,0.442809,Low Risk,1085.130000,Medium Value,Standard Customer
14292,0.162106,0,0.442809,Low Risk,1762.150000,Medium Value,Standard Customer
14293,0.336137,0,0.442809,Low Risk,365.870000,Low Value,Standard Customer
14295,0.663855,1,0.442809,High Risk,239.820000,Low Value,At-Risk Customer
14297,0.674641,1,0.442809,High Risk,186.330000,Low Value,At-Risk Customer
14298,0.084666,0,0.442809,Low Risk,6583.580000,High Value,Loyal High-Value Customer
14299,0.112152,0,0.442809,Low Risk,662.390000,Medium Value,Standard Customer
14301,0.460420,1,0.442809,Medium Risk,101.300000,Low Value,Standard Customer
14304,0.569653,1,0.442809,Medium Risk,254.970000,Low Value,Standard Customer
14305,0.228647,0,0.442809,Low Risk,487.660000,Low Value,Standard Customer
14307,0.188474,0,0.442809,Low Risk,676.480000,Medium Value,Standard Customer
14309,0.133530,0,0.442809,Low Risk,633.440000,Medium Value,Standard Customer
14311,0.590808,1,0.442809,Medium Risk,227.020000,Low Value,Standard Customer
14312,0.202143,0,0.442809,Low Risk,623.410000,Medium Value,Standard Customer
14314,0.522932,1,0.442809,Medium Risk,0.000000,Low Value,Standard Customer
14315,0.207659,0,0.442809,Low Risk,906.550000,Medium Value,Standard Customer
14320,0.521864,1,0.442809,Medium Risk,233.510000,Low Value,Standard Customer
14321,0.222740,0,0.442809,Low Risk,0.000000,Low Value,Standard Customer
14323,0.314104,0,0.442809,Low Risk,335.740000,Low Value,Standard Customer
